Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, female (per 100,000 female population)",SH.STA.WASH.FE.P5,Ghana,GHA,..,..,..,..,19.5,..,..,..,..,..
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, female (per 100,000 female population)",SH.STA.WASH.FE.P5,Kenya,KEN,..,..,..,..,25.9,..,..,..,..,..
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, female (per 100,000 female population)",SH.STA.WASH.FE.P5,Nigeria,NGA,..,..,..,..,70.7,..,..,..,..,..
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, male (per 100,000 male population)",SH.STA.WASH.MA.P5,Ghana,GHA,..,..,..,..,30.7,..,..,..,..,..
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, male (per 100,000 male population)",SH.STA.WASH.MA.P5,Kenya,KEN,..,..,..,..,32.2,..,..,..,..,..
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, male (per 100,000 male population)",SH.STA.WASH.MA.P5,Nigeria,NGA,..,..,..,..,72.8,..,..,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Ghana,GHA,223.143,219.336,215.996,212.035,207.625,207.404,215.759,196.339,192.754,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Kenya,KEN,296.64,291.12,286.832,287.334,286.994,293.733,295.126,274.323,274.702,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Nigeria,NGA,364.365,363.036,361.359,358.925,356.052,356.862,358.817,345.802,342.633,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ghana,GHA,281.229,278.572,276.379,274.447,272.585,278.413,286.666,268.829,267.399,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Kenya,KEN,372.268,370.23,368.645,367.198,365.562,377.431,374.89,358.362,356.092,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nigeria,NGA,379.757,375.861,374.323,372.09,368.64,373.086,372.991,360.381,356.354,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ghana,GHA,37.7,36.4,35.1,33.9,32.6,31.4,30.2,29.2,28.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kenya,KEN,39.1,38.7,38.5,37.8,37.2,36.9,36.4,35.8,34.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nigeria,NGA,70.2,69.5,68.6,67.4,66.1,64.7,63.2,61.6,60.1,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Ghana,GHA,33.2,32,30.9,29.7,28.6,27.5,26.5,25.6,24.7,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Kenya,KEN,34.8,34.4,34.3,33.7,33.1,32.9,32.4,31.9,30.9,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Nigeria,NGA,64.3,63.6,62.8,61.6,60.4,59.1,57.6,56.2,54.8,..
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,Ghana,GHA,42,40.5,39.1,37.7,36.4,35.1,33.8,32.6,31.5,..
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,Kenya,KEN,43.1,42.6,42.5,41.7,41.1,40.7,40.1,39.5,38.3,..
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,Nigeria,NGA,75.7,75,74.1,72.9,71.5,69.9,68.3,66.7,65.3,..
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,Ghana,GHA,25,24.5,23.9,23.4,23,22.5,22.1,21.7,21.2,..
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,Kenya,KEN,23.5,23.4,23.2,22.9,22.6,22.4,22.1,21.8,21.5,..
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,Nigeria,NGA,37.1,36.9,36.7,36.3,35.8,35.4,34.9,34.3,33.7,..
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Ghana,GHA,52.5,50.2,48.1,46,43.9,42,40.2,38.5,37.1,..
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Kenya,KEN,47.4,46,45.3,44.3,43.3,42.8,41.9,41.1,39.9,..
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Nigeria,NGA,126.4,124.8,122.8,120.2,117.5,114.4,111.3,108.1,104.9,..
"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,Ghana,GHA,47,44.9,42.9,41,39.1,37.3,35.6,34.2,32.8,..
"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,Kenya,KEN,42.6,41.3,40.5,39.6,38.7,38.2,37.5,36.7,35.6,..
"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,Nigeria,NGA,120.4,118.8,116.9,114.3,111.6,108.8,105.7,102.6,99.5,..
"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,Ghana,GHA,57.8,55.4,53,50.7,48.6,46.5,44.5,42.7,41.1,..
"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,Kenya,KEN,52,50.5,49.8,48.6,47.6,47.1,46.2,45.3,44,..
"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,Nigeria,NGA,132.2,130.5,128.4,125.7,122.8,119.7,116.5,113.2,110.1,..
Net migration,SM.POP.NETM,Ghana,GHA,-13306,7009,-4913,-19375,-21857,-291,-11259,-10003,-10003,-13114
Net migration,SM.POP.NETM,Kenya,KEN,-95977,-29728,-68702,-115436,-61949,-17111,-52552,-10003,-10003,-19781
Net migration,SM.POP.NETM,Nigeria,NGA,-116162,75265,78685,-76565,-99722,-14497,-86115,-51680,-57936,-35202
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Ghana,GHA,88,88,89,89,89,90,90,90,90,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Kenya,KEN,80,80,88,88,88,88,85,85,85,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Nigeria,NGA,55,55,55,60,60,65,65,67,69,..
Number of deaths ages 10-14 years,SH.DTH.1014,Ghana,GHA,3327,3346,3359,3369,3373,3387,3402,3423,3437,..
Number of deaths ages 10-14 years,SH.DTH.1014,Kenya,KEN,3843,3722,3593,3456,3303,3168,3036,2897,2771,..
Number of deaths ages 10-14 years,SH.DTH.1014,Nigeria,NGA,36390,36740,37021,37336,37574,37716,37917,38033,37896,..
"Number of deaths ages 10-14 years, female",SH.DTH.1014.FE,Ghana,GHA,1569,1573,1576,1574,1574,1579,1581,1584,1580,..
"Number of deaths ages 10-14 years, female",SH.DTH.1014.FE,Kenya,KEN,1600,1525,1451,1381,1307,1243,1184,1123,1073,..
"Number of deaths ages 10-14 years, female",SH.DTH.1014.FE,Nigeria,NGA,16787,16916,16976,17101,17192,17195,17246,17262,17132,..
"Number of deaths ages 10-14 years, male",SH.DTH.1014.MA,Ghana,GHA,1758,1773,1783,1795,1799,1808,1821,1839,1857,..
"Number of deaths ages 10-14 years, male",SH.DTH.1014.MA,Kenya,KEN,2243,2197,2142,2075,1996,1925,1852,1774,1698,..
"Number of deaths ages 10-14 years, male",SH.DTH.1014.MA,Nigeria,NGA,19603,19824,20045,20235,20382,20521,20671,20771,20764,..
Number of deaths ages 10-19 years,SH.DTH.1019,Ghana,GHA,7991,8027,8079,8100,8107,8103,8107,8106,8087,..
Number of deaths ages 10-19 years,SH.DTH.1019,Kenya,KEN,10909,10765,10647,10517,10387,10231,10056,9899,9764,..
Number of deaths ages 10-19 years,SH.DTH.1019,Nigeria,NGA,70546,71344,72077,72851,73424,73824,74076,74281,74173,..
"Number of deaths ages 10-19 years, female",SH.DTH.1019.FE,Ghana,GHA,3341,3333,3342,3331,3324,3315,3311,3303,3284,..
"Number of deaths ages 10-19 years, female",SH.DTH.1019.FE,Kenya,KEN,4296,4186,4085,3985,3890,3773,3671,3574,3503,..
"Number of deaths ages 10-19 years, female",SH.DTH.1019.FE,Nigeria,NGA,32012,32252,32343,32531,32559,32522,32447,32451,32297,..
"Number of deaths ages 10-19 years, male",SH.DTH.1019.MA,Ghana,GHA,4650,4694,4737,4769,4783,4788,4796,4803,4803,..
"Number of deaths ages 10-19 years, male",SH.DTH.1019.MA,Kenya,KEN,6613,6579,6562,6532,6497,6458,6385,6325,6261,..
"Number of deaths ages 10-19 years, male",SH.DTH.1019.MA,Nigeria,NGA,38534,39092,39734,40320,40865,41302,41629,41830,41876,..
Number of deaths ages 15-19 years,SH.DTH.1519,Ghana,GHA,4664,4681,4720,4731,4734,4716,4705,4683,4650,..
Number of deaths ages 15-19 years,SH.DTH.1519,Kenya,KEN,7066,7043,7054,7061,7084,7063,7020,7002,6993,..
Number of deaths ages 15-19 years,SH.DTH.1519,Nigeria,NGA,34156,34604,35056,35515,35850,36108,36159,36248,36277,..
"Number of deaths ages 15-19 years, female",SH.DTH.1519.FE,Ghana,GHA,1772,1760,1766,1757,1750,1736,1730,1719,1704,..
"Number of deaths ages 15-19 years, female",SH.DTH.1519.FE,Kenya,KEN,2696,2661,2634,2604,2583,2530,2487,2451,2430,..
"Number of deaths ages 15-19 years, female",SH.DTH.1519.FE,Nigeria,NGA,15225,15336,15367,15430,15367,15327,15201,15189,15165,..
"Number of deaths ages 15-19 years, male",SH.DTH.1519.MA,Ghana,GHA,2892,2921,2954,2974,2984,2980,2975,2964,2946,..
"Number of deaths ages 15-19 years, male",SH.DTH.1519.MA,Kenya,KEN,4370,4382,4420,4457,4501,4533,4533,4551,4563,..
"Number of deaths ages 15-19 years, male",SH.DTH.1519.MA,Nigeria,NGA,18931,19268,19689,20085,20483,20781,20958,21059,21112,..
Number of deaths ages 20-24 years,SH.DTH.2024,Ghana,GHA,4211,4151,4132,4112,4134,4174,4245,4332,4408,..
Number of deaths ages 20-24 years,SH.DTH.2024,Kenya,KEN,9027,8945,8957,9047,9179,9321,9471,9642,9837,..
Number of deaths ages 20-24 years,SH.DTH.2024,Nigeria,NGA,38145,38006,38024,38098,38417,38986,39692,40406,41321,..
"Number of deaths ages 20-24 years, female",SH.DTH.2024.FE,Ghana,GHA,1552,1521,1511,1497,1500,1511,1541,1561,1590,..
"Number of deaths ages 20-24 years, female",SH.DTH.2024.FE,Kenya,KEN,3525,3443,3415,3425,3445,3452,3480,3520,3579,..
"Number of deaths ages 20-24 years, female",SH.DTH.2024.FE,Nigeria,NGA,18620,18313,18047,17826,17726,17847,18039,18166,18521,..
"Number of deaths ages 20-24 years, male",SH.DTH.2024.MA,Ghana,GHA,2659,2630,2621,2615,2634,2663,2704,2771,2818,..
"Number of deaths ages 20-24 years, male",SH.DTH.2024.MA,Kenya,KEN,5502,5502,5542,5622,5734,5869,5991,6122,6258,..
"Number of deaths ages 20-24 years, male",SH.DTH.2024.MA,Nigeria,NGA,19525,19693,19977,20272,20691,21139,21653,22240,22800,..
Number of deaths ages 5-9 years,SH.DTH.0509,Ghana,GHA,5224,5188,5170,5152,5119,5082,5014,4912,4775,..
Number of deaths ages 5-9 years,SH.DTH.0509,Kenya,KEN,6324,5961,5563,5148,4715,4339,4012,3745,3540,..
Number of deaths ages 5-9 years,SH.DTH.0509,Nigeria,NGA,81340,81822,82176,82125,81805,81048,79902,78333,76308,..
"Number of deaths ages 5-9 years, female",SH.DTH.0509.FE,Ghana,GHA,2463,2439,2429,2411,2389,2366,2325,2275,2202,..
"Number of deaths ages 5-9 years, female",SH.DTH.0509.FE,Kenya,KEN,2926,2730,2522,2311,2089,1905,1746,1623,1530,..
"Number of deaths ages 5-9 years, female",SH.DTH.0509.FE,Nigeria,NGA,39071,39250,39339,39332,39177,38801,38253,37445,36451,..
"Number of deaths ages 5-9 years, male",SH.DTH.0509.MA,Ghana,GHA,2761,2749,2741,2741,2730,2716,2689,2637,2573,..
"Number of deaths ages 5-9 years, male",SH.DTH.0509.MA,Kenya,KEN,3398,3231,3041,2837,2626,2434,2266,2122,2010,..
"Number of deaths ages 5-9 years, male",SH.DTH.0509.MA,Nigeria,NGA,42269,42572,42837,42793,42628,42247,41649,40888,39857,..
Number of infant deaths,SH.DTH.IMRT,Ghana,GHA,33310,32147,30603,29246,28214,27257,26382,25549,24822,..
Number of infant deaths,SH.DTH.IMRT,Kenya,KEN,56441,55862,55673,54725,53717,53095,52765,52477,51498,..
Number of infant deaths,SH.DTH.IMRT,Nigeria,NGA,514629,508548,499248,488473,476500,463133,454850,449414,443714,..
"Number of infant deaths, female",SH.DTH.IMRT.FE,Ghana,GHA,14429,13914,13227,12629,12173,11748,11365,11011,10691,..
"Number of infant deaths, female",SH.DTH.IMRT.FE,Kenya,KEN,24935,24686,24579,24165,23710,23449,23294,23174,22729,..
"Number of infant deaths, female",SH.DTH.IMRT.FE,Nigeria,NGA,231856,228869,224478,219369,213946,208040,204074,201465,198491,..
"Number of infant deaths, male",SH.DTH.IMRT.MA,Ghana,GHA,18881,18233,17376,16617,16041,15509,15017,14538,14131,..
"Number of infant deaths, male",SH.DTH.IMRT.MA,Kenya,KEN,31506,31176,31094,30560,30007,29646,29471,29303,28769,..
"Number of infant deaths, male",SH.DTH.IMRT.MA,Nigeria,NGA,282773,279679,274770,269104,262554,255093,250776,247949,245223,..
Number of maternal deaths,SH.MMR.DTHS,Ghana,GHA,2800,2600,2500,2400,2300,2200,2300,2100,2100,..
Number of maternal deaths,SH.MMR.DTHS,Kenya,KEN,3000,2800,2700,2700,2500,2700,2700,2300,2200,..
Number of maternal deaths,SH.MMR.DTHS,Nigeria,NGA,87000,85000,84000,82000,79000,77000,77000,75000,75000,..
Number of neonatal deaths,SH.DTH.NMRT,Ghana,GHA,22319,21658,20780,20369,20015,19695,19416,19084,18856,..
Number of neonatal deaths,SH.DTH.NMRT,Kenya,KEN,34242,33962,33708,33367,32722,32424,32459,32373,32251,..
Number of neonatal deaths,SH.DTH.NMRT,Nigeria,NGA,275695,272623,269709,265589,260351,255258,255610,253883,252871,..
Number of people pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.NOPR.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.NOPR.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.NOPR.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.FBP1.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.FBP1.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.FBP1.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.FBP2.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.FBP2.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.FBP2.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.FBPR.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.FBPR.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.FBPR.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.TOT1.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.TOT1.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.TOT1.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.TOT2.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.TOT2.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.TOT2.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.TOTR.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.TOTR.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.TOTR.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of people who are undernourished,SN.ITK.DEFC,Ghana,GHA,2800000,2900000,2700000,2400000,2200000,1900000,1900000,2100000,..,..
Number of people who are undernourished,SN.ITK.DEFC,Kenya,KEN,9600000,10500000,11300000,11300000,11900000,13500000,16500000,18700000,..,..
Number of people who are undernourished,SN.ITK.DEFC,Nigeria,NGA,19300000,20300000,22000000,23400000,27700000,31600000,36300000,39400000,..,..
Number of stillbirths,SH.DTH.STLB,Ghana,GHA,20913,20224,19263,18778,18315,17960,17817,17644,17584,..
Number of stillbirths,SH.DTH.STLB,Kenya,KEN,28630,28663,28968,29274,28691,28144,27121,25717,24798,..
Number of stillbirths,SH.DTH.STLB,Nigeria,NGA,205040,202387,199102,194229,189291,184548,184697,184042,183749,..
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,Ghana,GHA,869,..,..,..,..,..,..,..,..,..
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Number of under-five deaths,SH.DTH.MORT,Ghana,GHA,46045,44237,42022,39941,38161,36517,35041,33705,32579,..
Number of under-five deaths,SH.DTH.MORT,Kenya,KEN,68728,66644,65516,64113,62446,61641,60826,60224,59036,..
Number of under-five deaths,SH.DTH.MORT,Nigeria,NGA,920267,912076,896752,876661,853444,826089,803909,785510,768479,..
"Number of under-five deaths, female",SH.DTH.MORT.FE,Ghana,GHA,20240,19415,18418,17498,16680,15928,15262,14676,14157,..
"Number of under-five deaths, female",SH.DTH.MORT.FE,Kenya,KEN,30630,29657,29087,28451,27676,27316,26944,26635,26110,..
"Number of under-five deaths, female",SH.DTH.MORT.FE,Nigeria,NGA,430477,426441,419414,409624,398656,385956,375120,366318,357603,..
"Number of under-five deaths, male",SH.DTH.MORT.MA,Ghana,GHA,25805,24822,23604,22443,21481,20589,19779,19029,18422,..
"Number of under-five deaths, male",SH.DTH.MORT.MA,Kenya,KEN,38098,36987,36429,35662,34770,34325,33882,33589,32926,..
"Number of under-five deaths, male",SH.DTH.MORT.MA,Nigeria,NGA,489790,485635,477338,467037,454788,440133,428789,419192,410876,..
Number of weeks of maternity leave,SH.MMR.LEVE,Ghana,GHA,..,..,..,..,84,..,..,..,..,..
Number of weeks of maternity leave,SH.MMR.LEVE,Kenya,KEN,..,..,..,..,90,..,..,..,..,..
Number of weeks of maternity leave,SH.MMR.LEVE,Nigeria,NGA,..,..,..,..,84,..,..,..,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Ghana,GHA,1.931,2.039,2.255,4.39,2.616,3.496,3.42,3.789,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Kenya,KEN,0.884,1.061,1.086,1.199,..,..,0.653,0.644,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Nigeria,NGA,..,1.73,..,0.914,1.483,..,1.564,1.682,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Ghana,GHA,35.80306244,37.82372665,22.65083694,33.48161697,28.97685051,23.7503624,26.49847794,25.03213501,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Kenya,KEN,26.89801407,24.99973106,23.28059959,23.36505699,24.29976273,23.33247185,22.67518044,24.20874977,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Nigeria,NGA,71.89007568,75.18703461,77.38787079,75.94579315,71.49702454,74.67578125,76.24337006,76.12967682,..,..
